,Name,Date,Close,High,Low,Open,Volume,Adj Close,Adjhigh,Adjlow,Adjopen,Adjvolume,Divcash,Splitfactor
0,CBOE,2010-11-04 00:00:00+00:00,24.01,24.45,23.8,24.45,456600,20.0900245483,20.4581882635,19.9143100479,20.4581882635,456600,0.0,1.0
1,CBOE,2010-11-05 00:00:00+00:00,24.654,25.0,23.98,24.09,474200,20.6288823496,20.9183929075,20.0649224769,20.1569634057,474200,0.0,1.0
2,CBOE,2010-11-08 00:00:00+00:00,24.87,25.0,23.98,24.67,587400,20.8096172644,20.9183929075,20.0649224769,20.6422701211,587400,0.0,1.0
3,CBOE,2010-11-09 00:00:00+00:00,24.92,25.18,24.56,25.0,499300,20.8514540502,21.0690053364,20.5502291923,20.9183929075,499300,0.0,1.0
4,CBOE,2010-11-10 00:00:00+00:00,24.84,25.18,24.61,25.0,159100,20.7845151929,21.0690053364,20.5920659781,20.9183929075,159100,0.0,1.0
5,CBOE,2010-11-11 00:00:00+00:00,24.71,24.93,24.35,24.6,145900,20.6757395498,20.8598214073,20.3745146919,20.583698621,145900,0.0,1.0
6,CBOE,2010-11-12 00:00:00+00:00,24.15,24.79,24.1,24.58,127000,20.2071675486,20.7426784071,20.1653307628,20.5669639066,127000,0.0,1.0
7,CBOE,2010-11-15 00:00:00+00:00,24.34,24.5,24.05,24.1,136700,20.3661473347,20.5000250493,20.123493977,20.1653307628,136700,0.0,1.0
8,CBOE,2010-11-16 00:00:00+00:00,24.6,24.94,24.08,24.12,482000,20.583698621,20.8681887645,20.1485960485,20.1820654771,482000,0.0,1.0
9,CBOE,2010-11-17 00:00:00+00:00,24.4,24.775,24.33,24.75,120000,20.4163514777,20.7301273713,20.3577799776,20.7092089784,120000,0.0,1.0
10,CBOE,2010-11-18 00:00:00+00:00,24.71,24.8,24.39,24.55,142100,20.6757395498,20.7510457642,20.4079841205,20.5418618351,142100,0.0,1.0
11,CBOE,2010-11-19 00:00:00+00:00,25.02,25.3,24.274,24.71,327900,20.9351276218,21.1694136224,20.3109227774,20.6757395498,327900,0.0,1.0
12,CBOE,2010-11-22 00:00:00+00:00,24.8,24.95,24.59,24.9,151000,20.7510457642,20.8765561217,20.5753312638,20.8347193359,151000,0.0,1.0
13,CBOE,2010-11-23 00:00:00+00:00,24.69,24.9,24.5,24.5,104600,20.6590048354,20.8347193359,20.5000250493,20.5000250493,104600,0.0,1.0
14,CBOE,2010-11-24 00:00:00+00:00,23.88,24.49,23.1,24.49,533700,19.9812489052,20.4916576922,19.3285950465,20.4916576922,533700,0.0,1.0
15,CBOE,2010-11-26 00:00:00+00:00,23.5,24.57,23.36,23.73,95700,19.663289333,20.5585965495,19.5461463328,19.8557385478,95700,0.0,1.0
16,CBOE,2010-11-29 00:00:00+00:00,23.63,23.85,23.22,23.5,198700,19.7720649762,19.9561468337,19.4290033325,19.663289333,198700,0.0,1.0
17,CBOE,2010-11-30 00:00:00+00:00,23.79,23.83,23.42,23.53,397000,19.9059426908,19.9394121194,19.5963504757,19.6883914045,397000,0.0,1.0
18,CBOE,2010-12-01 00:00:00+00:00,23.91,24.33,23.9,23.95,350500,20.0900245483,20.4429233484,20.081622196,20.1236339579,350500,0.1,1.0
19,CBOE,2010-12-02 00:00:00+00:00,24.34,24.34,23.91,23.91,177900,20.4513257008,20.4513257008,20.0900245483,20.0900245483,177900,0.0,1.0
20,CBOE,2010-12-03 00:00:00+00:00,24.4,24.45,24.01,24.07,162200,20.5017398151,20.543751577,20.1740480722,20.2244621865,162200,0.0,1.0
21,CBOE,2010-12-06 00:00:00+00:00,24.82,25.16,24.2,24.4,192900,20.8546386152,21.1403185963,20.3336927675,20.5017398151,192900,0.0,1.0
22,CBOE,2010-12-07 00:00:00+00:00,24.79,25.06,24.39,25.06,133900,20.8294315581,21.0562950724,20.4933374627,21.0562950724,133900,0.0,1.0
23,CBOE,2010-12-08 00:00:00+00:00,24.23,24.77,24.0604,24.71,231300,20.3588998246,20.8126268533,20.2163959282,20.762212739,231300,0.0,1.0
24,CBOE,2010-12-09 00:00:00+00:00,23.53,24.4,23.3,24.35,305300,19.7707351578,20.5017398151,19.577481053,20.4597280532,305300,0.0,1.0
25,CBOE,2010-12-10 00:00:00+00:00,22.97,23.6499,22.9,23.47,388600,19.3002034243,19.8714793629,19.2413869576,19.7203210435,388600,0.0,1.0
26,CBOE,2010-12-13 00:00:00+00:00,23.01,23.29,22.57,22.92,436100,19.3338128339,19.5690787006,18.964109329,19.2581916624,436100,0.0,1.0
27,CBOE,2010-12-14 00:00:00+00:00,22.95,23.42,22.65,22.95,376600,19.2833987196,19.6783092816,19.0313281481,19.2833987196,376600,0.0,1.0
28,CBOE,2010-12-15 00:00:00+00:00,22.86,23.4,22.54,22.75,411200,19.2077775481,19.6615045768,18.9389022718,19.1153516719,411200,0.0,1.0
29,CBOE,2010-12-16 00:00:00+00:00,22.035,23.16,22.0,22.92,861100,18.5145834765,19.4598481196,18.4851752431,19.2581916624,861100,0.0,1.0
30,CBOE,2010-12-17 00:00:00+00:00,22.11,22.28,21.78,21.94,636300,18.5776011194,18.7204411099,18.3003234907,18.4347611288,636300,0.0,1.0
31,CBOE,2010-12-20 00:00:00+00:00,22.2,22.32,21.795,22.11,429200,18.6532222908,18.7540505194,18.3129270193,18.5776011194,429200,0.0,1.0
32,CBOE,2010-12-21 00:00:00+00:00,22.2,22.295,22.02,22.25,486300,18.6532222908,18.7330446385,18.5019799479,18.6952340527,486300,0.0,1.0
33,CBOE,2010-12-22 00:00:00+00:00,22.1,22.31,22.01,22.17,504300,18.569198767,18.745648167,18.4935775955,18.6280152337,504300,0.0,1.0
34,CBOE,2010-12-23 00:00:00+00:00,22.42,22.55,22.01,22.02,406200,18.8380740432,18.9473046242,18.4935775955,18.5019799479,406200,0.0,1.0
35,CBOE,2010-12-27 00:00:00+00:00,22.43,22.62,22.29,22.29,237500,18.8464763956,19.0061210909,18.7288434623,18.7288434623,237500,0.0,1.0
36,CBOE,2010-12-28 00:00:00+00:00,23.04,23.2,22.25,22.25,481400,19.359019891,19.4934575291,18.6952340527,18.6952340527,481400,0.0,1.0
37,CBOE,2010-12-29 00:00:00+00:00,22.69,23.15,22.63,23.15,192400,19.0649375576,19.4514457672,19.0145234433,19.4514457672,192400,0.0,1.0
